SKU,IMAGE URL,TITLE,QUANTITY,"STATUS",DESCRIPTION,SAMPLE RETAIL PRICE,PRODUCT COST,MANUFACTURER,MANUFACTURER ID,MAIN CATEGORY,SUB CATEGORY,THUMBNAIL URL,WEIGHT,MAP PRICE,MSRP,UPC,ASIN,CUSTOM SHIPPING RATE,SHORT DESCRIPTION
"GS18551","http://www.inventorysource.com/images/gs/GS18551.jpg","ARC Lite Gathering Pin  8/32R","9",Yes,"<b>ARC Lite Gathering Pin, 8/32 Red - </b><br>Manufacture ID: C-406R<br><br>Closeout Item - New Reduced cost! Quantities are limited.
<br>Industrial latches with adjacent padlock holes: Recessed chrome bi- position butterfly latches. Industrial grade with ten rivet anchor construction","224.99","141.96","Do-All Traps","BE333","Archery & Accessories","Cases and Sleeves","http://www.inventorysource.com/images/gs/t_GS43633.jpg","40.6","0.00","224.99","649898607016","","","Bull Elk Compound Bow Flight Case -   Manufacture ID: BE333    Low Profile Wheels: sleek low profile wheels for ultimate portability    Ball Corners: Durable chrome ball corners with a 3 prong six rivet industrial anchor designed to provide protection against the rigors of heavy travel    Rubber Feet: Industrial grade rubber feet attached with heavy duty bolts and t-nuts so your case doesn't exper",
"GS527","http://www.inventorysource.com/images/gs/GS527.jpg","Rack & Pinion Sight W/RF-","24",Yes,"<b>Rack & Pinion Bow Sight with Range Finder - </b><br>Manufacture ID: 023404<br><br>This is a proven adjustable sight with Browning's accurate rangefinder system.  Has four fully adjustable pins for 20 to 50 yards, patented color coated rangefinder bracket system making ranging the deer easier, a serrated dovetailed slide bar gives no slip pin securing, and easily mounts on any bow recurred or compound (with low cable guard).","37.34","8.23","Browning","023404","Archery & Accessories","Sights & Sighting Accessories","http://www.inventorysource.com/images/gs/t_GS527.jpg","0.35","0.00","37.34","023614041351","","","Rack & Pinion Bow Sight with Range Finder -   Manufacture ID: 023404    This is a proven adjustable sight with Browning's accurate rangefinder system. Has four fully adjustable pins for 20 to 50 yards, patented color coated rangefinder bracket system making ranging the deer easier, a serrated dovetailed slide bar gives no slip pin securing, and easily mounts on any bow recurred or compound (with l",
"GS39577","http://www.inventorysource.com/images/gs/GS39577.jpg","Lil' Banshee Jr. Compound Set","8",Yes,"<b>Lil' Banshee Junior Compound Bow Set - </b><br>Manufacture ID: 1072<br><br>The Lil' Banshee Compound Junior Archery Set includes an 18-lb draw compound target bow, arm guard, finger tab, multi-colored target face and two target arrows.  Features authentic-looking riser with pin sight.<br><br>Warranty: Limited lifetime warranty.","41.99","22.62","Barnett","1072","Archery & Accessories","Bow Packages","http://www.inventorysource.com/images/gs/t_GS39577.jpg","1.6","0.00","41.99","042609010721","","","Lil' Banshee Junior Compound Bow Set -   Manufacture ID: 1072    The Lil' Banshee Compound Junior Archery Set includes an 18-lb draw compound target bow, arm guard, finger tab, multi-colored target face and two target arrows. Features authentic-looking riser with pin sight.    Warranty: Limited lifetime warranty.",
"GS18550","http://www.inventorysource.com/images/gs/GS18550.jpg","ARC Lite Gathering Pin  8/32G","4",Yes,"<b>ARC Lite Gathering Pin, 8/32 Green - </b><br>Manufacture ID: C-406G<br><br>Closeout Item - New Reduced cost! Quantities are limited.
<br>
<br>Cobra ARC Light Gathering Pins are completely assembled, and ready for installation on any sight whose sight pins are the same threat type.  These pins are to be used only in conjunction with a suitable sight guard. 
<br>
<br>8/32
<br>Green","7.48","1.46","Cobra Archery","C-406G","Archery & Accessories","Sights & Sighting Accessories","http://www.inventorysource.com/images/gs/t_GS18550.jpg","0.05","0.00","7.48","010989406021","","","ARC Lite Gathering Pin, 8/32 Green -   Manufacture ID: C-406G    Closeout Item - New Reduced cost! Quantities are limited.    Cobra ARC Light Gathering Pins are completely assembled, and ready for installation on any sight whose sight pins are the same threat type. These pins are to be used only in conjunction with a suitable sight guard.     8/32  Green",
"GS15460","http://www.inventorysource.com/images/gs/GS15460.jpg","XS100 Signature Series Bow Sight","63",Yes,"<b>XS100 Signature Series Bow Sight - </b><br>Manufacture ID: A3014<br><br>XS100 Signature Series Bow Sight
<br>
<br>The XS100 Sight comes with 4 brass compression pins on dovetail slide blocks, this design provides for easy adjustment and close pin stacking.  It also can be adjusted for windage and elevation.  The sight is machined from solid aluminum.  The two-hole dovetail slide bar with a posi-lock center ring provides a solid, positive lock down of the sight.  The sight guard allows maximum light to the sight pins.
<br>
<br>Includes:
<br>
<br>- Two-dovetail slide bar
<br>- Sight guard
<br>- 4 brass compression sight pins on dovetail slide blocks.
<br>
<br>- Fits:  Standard AMO Mounts","64.0","13.4","XI","A3014","Archery & Accessories","Sights & Sighting Accessories","http://www.inventorysource.com/images/gs/t_GS15460.jpg","0.85","0.00","64.00","044368301409","","","XS100 Signature Series Bow Sight -   Manufacture ID: A3014    XS100 Signature Series Bow Sight    The XS100 Sight comes with 4 brass compression pins on dovetail slide blocks, this design provides for easy adjustment and close pin stacking. It also can be adjusted for windage and elevation. The sight is machined from solid aluminum. The two-hole dovetail slide bar with a posi-lock center ring prov",
"GS39576","http://www.inventorysource.com/images/gs/GS39576.jpg","Lil' Sioux Jr. Recurve Set","12",Yes,"<b>Lil' Sioux Junior Recurve Bow Set - </b><br>Manufacture ID: 1071<br><br>The Lil' Sioux Archery Set is the perfect introduction to archery.  The set includes 15-lb target recurve bow, quiver, finger tab, multi-colored target face and two target arrows.  Features authentic-looking riser with pin sight.<br><br>Warranty: Limited lifetime warranty.","28.99","15.08","Barnett","1071","Archery & Accessories","Traditional Bows","http://www.inventorysource.com/images/gs/t_GS39576.jpg","1.6","0.00","28.99","042609010714","","","Lil' Sioux Junior Recurve Bow Set -   Manufacture ID: 1071    The Lil' Sioux Archery Set is the perfect introduction to archery. The set includes 15-lb target recurve bow, quiver, finger tab, multi-colored target face and two target arrows. Features authentic-looking riser with pin sight.    Warranty: Limited lifetime warranty.",
"GS50429","http://www.inventorysource.com/images/gs/GS50429.jpg","Sentinel Youth Long Bow Set","5",Yes,"<b>Sentinel Youth Long Bow Set - </b><br>Manufacture ID: ABY215<br><br>Equipped with durable, heavy weight fiberglass composite limbs. This fine youth archery product boasts a center shot composite riser,backed with heavy duty all weather strings. A durable right hand rest makes the Sentinel an outstanding shooting long bow.
<br>
<br>Features:
<br>
<br>- 45"" tip to tip - longer limbs designed for improved balance and forgiveness at the shot
<br>- 8"" Brace height
<br>- Right hand grip - integrated design to allow for optimum hand placement
<br>- Custom string
<br>
<br>Specifications:
<br>
<br>- 20 lb. draw weight - great for beginners ages 8 and up
<br>- 25"" max draw - allows for years of use with the same bow set","72.95","36.2","Crosman","ABY215","Archery & Accessories","Traditional Bows","http://www.inventorysource.com/images/gs/t_GS50429.jpg","3.0","0.00","72.95","028478129474","","","Sentinel Youth Long Bow Set -   Manufacture ID: ABY215    Equipped with durable, heavy weight fiberglass composite limbs. This fine youth archery product boasts a center shot composite riser,backed with heavy duty all weather strings. A durable right hand rest makes the Sentinel an outstanding shooting long bow.    Features:    - 45"" tip to tip - longer limbs designed for improved balance and forg",
"GS50428","http://www.inventorysource.com/images/gs/GS50428.jpg","Elkhorn Jr Compound Bow Set","2",Yes,"<b>Elkhorn Jr Compound Bow Set - </b><br>Manufacture ID: ABY1721<br><br>Designed with the look and feel of Dad's bow. The Elkhorn comes equipped with durable, heavy weight composite limbs and an integrated composite center shot riser with large sight window. The composite cam system is supported by heavy duty all weather strings and cables complete with guard for superior shooting performance.
<br>
<br>Features:
<br>
<br>- 33"" axle to axle - designed for shootability, and feel for the starting compound bow shooter
<br>- 26"" max draw - allows for years of use with the same bow set
<br>- 8"" Brace Height - exceptional design for ultimate forgiveness during the shot
<br>- Right hand grip - integrated design to allow for optimum hand placement
<br>
<br>Specifications:
<br>
<br>- 17-21 lb. Draw Weight - Ideal for beginners ages 8 and up
<br>- 26"" max draw - allows for years of use with the same bow set
<br>- 1 lb. 12 oz. Mass Weight - very versatile for balance and feel
<br>- 65% let off - cam / wheel design provides outstanding shooting performance
<br>
<br>Includes:
<br>
<br>- 2 Composite Youth Arrows
<br>- Two-Piece Quiver
<br>- Arm Guard
<br>- Finger Tab
<br>- Pin Sight
<br>- Arrow Rest","86.95","43.15","Crosman","ABY1721","Archery & Accessories","Compound Bows","http://www.inventorysource.com/images/gs/t_GS50428.jpg","3.4","0.00","86.95","028478129450","","","Elkhorn Jr Compound Bow Set -   Manufacture ID: ABY1721    Designed with the look and feel of Dad's bow. The Elkhorn comes equipped with durable, heavy weight composite limbs and an integrated composite center shot riser with large sight window. The composite cam system is supported by heavy duty all weather strings and cables complete with guard for superior shooting performance.    Features:    ",
"GS54256","http://www.inventorysource.com/images/gs/GS54256.jpg","Axiom 83C Single Bow Case","4",Yes,"<b>Axiom 83C Single Bow Case - </b><br>Manufacture ID: AXIOM83C<br><br>Axiom 83C 
<br>
<br>Features:
<br>
<br>- Rigid lightweight design with ergonomic handle
<br>- Fits most parallel limb bows (36&rdquo; axle to axle)
<br>- Includes two key lock latches
<br>- Solid tongue and groove closure that won&rsquo;t separate
<br>- Interior designed to prevent bow and arrow damage
<br>- Adjustable arrow holders / holds up to 12 arrows
<br>- Velcro tie down straps hold your bow securely in place
<br>- Stable rubber feet
<br>- Airline approved
<br>
<br>Specifications:
<br>
<br>- Outside Dimensions:  43 1/8 X 17 1/8 X 7 1/4 (inches)
<br>- Inside Dimensions:  41 X 1/2 X 16 1/2 X 6 1/4 (inches)
<br>- Description:  Archery case
<br>- Exterior:  Black HDPE
<br>- Lock Style:  Key lock latches + lock latches
<br>- Weight(lbs/Kg):  11.24/5.10","169.99","82.91","Vanguard","AXIOM83C","Archery & Accessories","Cases and Sleeves","http://www.inventorysource.com/images/gs/t_GS54256.jpg","13.0","119.99","169.99","026196332763","","","Axiom 83C Single Bow Case -   Manufacture ID: AXIOM83C    Axiom 83C     Features:    - Rigid lightweight design with ergonomic handle  - Fits most parallel limb bows (36&rdquo; axle to axle)  - Includes two key lock latches  - Solid tongue and groove closure that won&rsquo;t separate  - Interior designed to prevent bow and arrow damage  - Adjustable arrow holders / holds up to 12 arrows  - Velcro ",
"GS54230","http://www.inventorysource.com/images/gs/GS54230.jpg","Gen Original RH Red, Bow Only","2",Yes,"<b>Genesis Original Bow - Right Handed, Red, Bow Only</b><br>Manufacture ID: 10476<br><br>Genesis Original Bow Only
<br>
<br>The Genesis System combines ""zero let-off"" with light draw weights (adjustable from 10 lbs. to 20 lbs.) to create a bow that covers all standard draw lengths and fits virtually everyone.
<br>
<br>The Genesis System, by elimination let-off on light draw weight bows (where let-off is unnecessary), eliminates specific draw length requirements. The result is a bow that fits virtually everybody (from 15"" to 30"").
<br>
<br>A Genesis bow set at 20 lbs., for example, stores and releases an amount of energy comparable to a 35 lb. recurve bow! Plus, the Genesis&trade; bow has the ""holding weight"" (10 to 20 lbs.) necessary to ""pull"" the string from your fingers, making it easy to shoot.
<br>
<br>The Genesis bow has just one cam. This means no tuning problems, much less recoil, more accurate shooting, and less noise.
<br>
<br>Genesis Technology offers several advantages that make the Genesis bow the perfect choice for archers of all ages and sizes.
<br>
<br>- Kids can't outgrow it - because there is no specific draw length requirement. 
<br>- It's simple to buy - no need to measure and fit for draw length. 
<br>- It's easy to shoot - because the draw length is always right, the beginning archer won't develop bad habits caused by an ill-fitting bow. 
<br>- Great for families - everybody in the family can shoot the same bow. 
<br>- Perfect for schools, clubs, organizations - no need to worry about draw length. 
<br>- Stores love it - great for getting people interested in archery, and it's the perfect bow for use with video target systems. 
<br>- Built to last - durable and tough, these bows can take the punishment that multiple shooters can dish out. 
<br>- Hand:  Right Handed
<br>- Color:  Red","210.99","120.28","Genesis","10476","Archery & Accessories","Compound Bows","http://www.inventorysource.com/images/gs/t_GS54230.jpg","5.2","0.00","210.99","859752000154","","","Genesis Original Bow - Right Handed, Red, Bow Only  Manufacture ID: 10476    Genesis Original Bow Only    The Genesis System combines ""zero let-off"" with light draw weights (adjustable from 10 lbs. to 20 lbs.) to create a bow that covers all standard draw lengths and fits virtually everyone.    The Genesis System, by elimination let-off on light draw weight bows (where let-off is unnecessary), eli",
"GS54232","http://www.inventorysource.com/images/gs/GS54232.jpg","Gen Mini LH Red, Bow Only","2",Yes,"<b>Genesis Mini Bow - Left Handed Red, Bow Only</b><br>Manufacture ID: 11414<br><br>Genesis Mini Bow
<br>
<br>Featuring the same revolutionary technology as the original Genesis bow, the new Mini Genesis is scaled to fit even smaller-framed youngsters. Weighing only 2 pounds, and with adjustable draw weights of 6 to 12 pounds, the new Mini Genesis fits even pre-schoolers who are ready for the unique thrills of archery.
<br>
<br>Just like the original Genesis, the Mini offers &ldquo;zero let-off&rdquo; so that there is no set draw length. Rather, the Mini Genesis can be drawn to a wide range of lengths, whatever fits that particular young shooter. Yet, the zero let-off feature helps to &ldquo;pull&rdquo; the string from the fingers upon release, making it easy to shoot. And at only 2 pounds physical weight, the bow is easy for youngsters to draw and aim without getting fatigued.
<br>
<br>Features:
<br>
<br>- 29 1/8"" axle-to-axle length
<br>- 6 1/8"" brace height
<br>- Adjustable draw weight 6-12 pounds
<br>- Draw length range of 14-25 inches
<br>- 2 pounds mass weight
<br>- Carbon cable guard
<br>- 77 11/16"" string length
<br>- 30 13/16"" cable length
<br>- Red
<br>- Left Handed","210.99","120.28","Genesis","11414","Archery & Accessories","Compound Bows","http://www.inventorysource.com/images/gs/t_GS54232.jpg","3.85","0.00","210.99","859752000499","","","Genesis Mini Bow - Left Handed Red, Bow Only  Manufacture ID: 11414    Genesis Mini Bow    Featuring the same revolutionary technology as the original Genesis bow, the new Mini Genesis is scaled to fit even smaller-framed youngsters. Weighing only 2 pounds, and with adjustable draw weights of 6 to 12 pounds, the new Mini Genesis fits even pre-schoolers who are ready for the unique thrills of arche",
"GS54234","http://www.inventorysource.com/images/gs/GS54234.jpg","Gen Mini LH Blue, Bow Only","2",Yes,"<b>Genesis Mini Bow - Left Handed Blue, Bow Only</b><br>Manufacture ID: 11416<br><br>Genesis Mini Bow
<br>
<br>Featuring the same revolutionary technology as the original Genesis bow, the new Mini Genesis is scaled to fit even smaller-framed youngsters. Weighing only 2 pounds, and with adjustable draw weights of 6 to 12 pounds, the new Mini Genesis fits even pre-schoolers who are ready for the unique thrills of archery.
<br>
<br>Just like the original Genesis, the Mini offers &ldquo;zero let-off&rdquo; so that there is no set draw length. Rather, the Mini Genesis can be drawn to a wide range of lengths, whatever fits that particular young shooter. Yet, the zero let-off feature helps to &ldquo;pull&rdquo; the string from the fingers upon release, making it easy to shoot. And at only 2 pounds physical weight, the bow is easy for youngsters to draw and aim without getting fatigued.
<br>
<br>Features:
<br>
<br>- 29 1/8"" axle-to-axle length
<br>- 6 1/8"" brace height
<br>- Adjustable draw weight 6-12 pounds
<br>- Draw length range of 14-25 inches
<br>- 2 pounds mass weight
<br>- Carbon cable guard
<br>- 77 11/16"" string length
<br>- 30 13/16"" cable length
<br>- Blue
<br>- Left Handed","210.99","120.28","Genesis","11416","Archery & Accessories","Compound Bows","http://www.inventorysource.com/images/gs/t_GS54234.jpg","3.85","0.00","210.99","859752000512","","","Genesis Mini Bow - Left Handed Blue, Bow Only  Manufacture ID: 11416    Genesis Mini Bow    Featuring the same revolutionary technology as the original Genesis bow, the new Mini Genesis is scaled to fit even smaller-framed youngsters. Weighing only 2 pounds, and with adjustable draw weights of 6 to 12 pounds, the new Mini Genesis fits even pre-schoolers who are ready for the unique thrills of arch",
"GS54239","http://www.inventorysource.com/images/gs/GS54239.jpg","Gen Mini RH Pink, Kit","3",Yes,"<b>Genesis Mini Bow - Right Handed Pink, Kit</b><br>Manufacture ID: 12079<br><br>Genesis Mini Bow Kit
<br>
<br>Featuring the same revolutionary technology as the original Genesis bow, the new Mini Genesis is scaled to fit even smaller-framed youngsters. Weighing only 2 pounds, and with adjustable draw weights of 6 to 12 pounds, the new Mini Genesis fits even pre-schoolers who are ready for the unique thrills of archery.
<br>
<br>Just like the original Genesis, the Mini offers &ldquo;zero let-off&rdquo; so that there is no set draw length. Rather, the Mini Genesis can be drawn to a wide range of lengths, whatever fits that particular young shooter. Yet, the zero let-off feature helps to &ldquo;pull&rdquo; the string from the fingers upon release, making it easy to shoot. And at only 2 pounds physical weight, the bow is easy for youngsters to draw and aim without getting fatigued.
<br>
<br>Features:
<br>
<br>- 29 1/8"" axle-to-axle length
<br>- 6 1/8"" brace height
<br>- Adjustable draw weight 6-12 pounds
<br>- Draw length range of 14-25 inches
<br>- 2 pounds mass weight
<br>- Carbon cable guard
<br>- 77 11/16"" string length
<br>- 30 13/16"" cable length
<br>- Pink
<br>- Right Handed
<br>
<br>Includes:
<br>
<br>- Genesis bow 
<br>- Color-coordinated belt tube quiver and adjustable arm guard 
<br>- 5 aluminum arrows 
<br>- 2 archery target faces 
<br>- Informative owners manual","292.99","167.24","Genesis","12079","Archery & Accessories","Compound Bows","http://www.inventorysource.com/images/gs/t_GS54239.jpg","7.0","0.00","292.99","859752000758","","","Genesis Mini Bow - Right Handed Pink, Kit  Manufacture ID: 12079    Genesis Mini Bow Kit    Featuring the same revolutionary technology as the original Genesis bow, the new Mini Genesis is scaled to fit even smaller-framed youngsters. Weighing only 2 pounds, and with adjustable draw weights of 6 to 12 pounds, the new Mini Genesis fits even pre-schoolers who are ready for the unique thrills of arch",
"GS54241","http://www.inventorysource.com/images/gs/GS54241.jpg","Gen Pro LH Black, Bow Only","3",Yes,"<b>Genesis Pro Bow - Left Handed, Black, Bow Only</b><br>Manufacture ID: 10491A<br><br>The original Genesis line was revolutionary in that the zero let-off Genesis System made it the first compound bow to cover all draw lengths. This meant that everyone (children and adults) could shoot the same bow. The same holds true for the Genesis Pro.
<br>
<br>The Genesis Pro gives you:
<br>
<br>- Higher draw weight - adjustable from 15 lbs. to 25 lbs. 
<br>- Larger centershot clearance area - accommodates modern rests and allows for advanced bow-tuning techniques. 
<br>- Easy-to-adjust draw stop - all you need is an Allen wrench (provided) to change draw stop positions from 18.5"" to 30"". 
<br>
<br>Specifications:
<br> 
<br>- Machined 6061-T6 aluminum riser 
<br>- Machined Aluminum Genesis ProCam and machined idler wheel 
<br>- Competition composite limbs 
<br>- Teflon coated stainless steel cable guard 
<br>- Covers all draw lengths 
<br>- Molded competition grips 
<br>- Drilled and tapped for accessories 
<br>- 0% let-off 
<br>- 35 1/2"" axle-to-axle 
<br>- Black
<br>- Left Handed","250.99","143.19","Genesis","10491A","Archery & Accessories","Compound Bows","http://www.inventorysource.com/images/gs/t_GS54241.jpg","5.2","0.00","250.99","859752000246","","","Genesis Pro Bow - Left Handed, Black, Bow Only  Manufacture ID: 10491A    The original Genesis line was revolutionary in that the zero let-off Genesis System made it the first compound bow to cover all draw lengths. This meant that everyone (children and adults) could shoot the same bow. The same holds true for the Genesis Pro.    The Genesis Pro gives you:    - Higher draw weight - adjustable fro",
"GS54246","http://www.inventorysource.com/images/gs/GS54246.jpg","Gen Original RH HW, Kit","6",Yes,"<b>Genesis Original Bow - Right Handed, Hardwoods, Kit</b><br>Manufacture ID: 10936<br><br>Genesis Original Kit
<br>
<br>The Genesis, the first compound bow that automatically covers all draw lengths, is available in a convenient kit. It is the perfect introduction to the sport of archery for young and old alike.
<br>
<br>Along with the single-cam Genesis bow, the set features several other components that will help beginners be fully prepared to take on the sport of archery. It includes a color matched durable vinyl tube quiver and arm guard with dual reinforced adjustable Velcro straps. It also features five aluminum target arrows, manufactured specifically for use with the Genesis bow. The Genesis Owner's Manual provides an easy-to-understand tutorial on how to safely use the Genesis bow and accessories. And, as an added bonus, the kit also features two free multi-colored ringed target faces.
<br>
<br>Genesis Technology, which effectively eliminates unnecessary let-off, makes the Genesis bow an extremely versatile bow that anyone can shoot. Children can't outgrow it because there is no specific draw length. And, since the draw length is always right, it's extremely easy for beginners to shoot.
<br>
<br>Featuring the revolutionary single-cam technology, the design breakthrough that changed the industry a decade ago, the Genesis is incredibly accurate, quiet shooting, produces very little recoil and is just plain fun to shoot.
<br>
<br>Features:
<br>
<br>- Genesis bow 
<br>- Color-coordinated belt tube quiver and adjustable arm guard 
<br>- 5 aluminum arrows 
<br>- 2 archery target faces 
<br>- Informative owners manual
<br>- Right Handed
<br>- Hardwoods","292.99","167.24","Genesis","10936","Archery & Accessories","Compound Bows","http://www.inventorysource.com/images/gs/t_GS54246.jpg","8.5","0.00","292.99","859752000376","","","Genesis Original Bow - Right Handed, Hardwoods, Kit  Manufacture ID: 10936    Genesis Original Kit    The Genesis, the first compound bow that automatically covers all draw lengths, is available in a convenient kit. It is the perfect introduction to the sport of archery for young and old alike.    Along with the single-cam Genesis bow, the set features several other components that will help begin",
"GS54237","http://www.inventorysource.com/images/gs/GS54237.jpg","Gen Mini RH Blue, Kit","4",Yes,"<b>Genesis Mini Bow - Right Handed Blue, Kit</b><br>Manufacture ID: 11425<br><br>Genesis Mini Bow Kit
<br>
<br>Featuring the same revolutionary technology as the original Genesis bow, the new Mini Genesis is scaled to fit even smaller-framed youngsters. Weighing only 2 pounds, and with adjustable draw weights of 6 to 12 pounds, the new Mini Genesis fits even pre-schoolers who are ready for the unique thrills of archery.
<br>
<br>Just like the original Genesis, the Mini offers &ldquo;zero let-off&rdquo; so that there is no set draw length. Rather, the Mini Genesis can be drawn to a wide range of lengths, whatever fits that particular young shooter. Yet, the zero let-off feature helps to &ldquo;pull&rdquo; the string from the fingers upon release, making it easy to shoot. And at only 2 pounds physical weight, the bow is easy for youngsters to draw and aim without getting fatigued.
<br>
<br>Features:
<br>
<br>- 29 1/8"" axle-to-axle length
<br>- 6 1/8"" brace height
<br>- Adjustable draw weight 6-12 pounds
<br>- Draw length range of 14-25 inches
<br>- 2 pounds mass weight
<br>- Carbon cable guard
<br>- 77 11/16"" string length
<br>- 30 13/16"" cable length
<br>- Blue
<br>- Right Handed
<br>
<br>Includes:
<br>
<br>- Genesis bow 
<br>- Color-coordinated belt tube quiver and adjustable arm guard 
<br>- 5 aluminum arrows 
<br>- 2 archery target faces 
<br>- Informative owners manual","272.99","155.79","Genesis","11425","Archery & Accessories","Compound Bows","http://www.inventorysource.com/images/gs/t_GS54237.jpg","7.0","0.00","272.99","859752000581","","","Genesis Mini Bow - Right Handed Blue, Kit  Manufacture ID: 11425    Genesis Mini Bow Kit    Featuring the same revolutionary technology as the original Genesis bow, the new Mini Genesis is scaled to fit even smaller-framed youngsters. Weighing only 2 pounds, and with adjustable draw weights of 6 to 12 pounds, the new Mini Genesis fits even pre-schoolers who are ready for the unique thrills of arch",
"GS54253","http://www.inventorysource.com/images/gs/GS54253.jpg","Gen Original LH Purple, Kit","2",Yes,"<b>Genesis Original Bow - Left Handed, Purple, Kit</b><br>Manufacture ID: 10931<br><br>Genesis Original Kit
<br>
<br>The Genesis, the first compound bow that automatically covers all draw lengths, is available in a convenient kit. It is the perfect introduction to the sport of archery for young and old alike.
<br>
<br>Along with the single-cam Genesis bow, the set features several other components that will help beginners be fully prepared to take on the sport of archery. It includes a color matched durable vinyl tube quiver and arm guard with dual reinforced adjustable Velcro straps. It also features five aluminum target arrows, manufactured specifically for use with the Genesis bow. The Genesis Owner's Manual provides an easy-to-understand tutorial on how to safely use the Genesis bow and accessories. And, as an added bonus, the kit also features two free multi-colored ringed target faces.
<br>
<br>Genesis Technology, which effectively eliminates unnecessary let-off, makes the Genesis bow an extremely versatile bow that anyone can shoot. Children can't outgrow it because there is no specific draw length. And, since the draw length is always right, it's extremely easy for beginners to shoot.
<br>
<br>Featuring the revolutionary single-cam technology, the design breakthrough that changed the industry a decade ago, the Genesis is incredibly accurate, quiet shooting, produces very little recoil and is just plain fun to shoot.
<br>
<br>Features:
<br>
<br>- Genesis bow 
<br>- Color-coordinated belt tube quiver and adjustable arm guard 
<br>- 5 aluminum arrows 
<br>- 2 archery target faces 
<br>- Informative owners manual
<br>- Left Handed
<br>- Purple","272.99","155.79","Genesis","10931","Archery & Accessories","Compound Bows","http://www.inventorysource.com/images/gs/t_GS54253.jpg","8.5","0.00","272.99","859752000321","","","Genesis Original Bow - Left Handed, Purple, Kit  Manufacture ID: 10931    Genesis Original Kit    The Genesis, the first compound bow that automatically covers all draw lengths, is available in a convenient kit. It is the perfect introduction to the sport of archery for young and old alike.    Along with the single-cam Genesis bow, the set features several other components that will help beginners",
"GS54251","http://www.inventorysource.com/images/gs/GS54251.jpg","Gen Original LH Blue, Kit","2",Yes,"<b>Genesis Original Bow - Left Handed, Blue, Kit</b><br>Manufacture ID: 10925<br><br>Genesis Original Kit
<br>
<br>The Genesis, the first compound bow that automatically covers all draw lengths, is available in a convenient kit. It is the perfect introduction to the sport of archery for young and old alike.
<br>
<br>Along with the single-cam Genesis bow, the set features several other components that will help beginners be fully prepared to take on the sport of archery. It includes a color matched durable vinyl tube quiver and arm guard with dual reinforced adjustable Velcro straps. It also features five aluminum target arrows, manufactured specifically for use with the Genesis bow. The Genesis Owner's Manual provides an easy-to-understand tutorial on how to safely use the Genesis bow and accessories. And, as an added bonus, the kit also features two free multi-colored ringed target faces.
<br>
<br>Genesis Technology, which effectively eliminates unnecessary let-off, makes the Genesis bow an extremely versatile bow that anyone can shoot. Children can't outgrow it because there is no specific draw length. And, since the draw length is always right, it's extremely easy for beginners to shoot.
<br>
<br>Featuring the revolutionary single-cam technology, the design breakthrough that changed the industry a decade ago, the Genesis is incredibly accurate, quiet shooting, produces very little recoil and is just plain fun to shoot.
<br>
<br>Features:
<br>
<br>- Genesis bow 
<br>- Color-coordinated belt tube quiver and adjustable arm guard 
<br>- 5 aluminum arrows 
<br>- 2 archery target faces 
<br>- Informative owners manual
<br>- Left Handed
