SKU,IMAGE URL,TITLE,QUANTITY,"STATUS",DESCRIPTION,SAMPLE RETAIL PRICE,PRODUCT COST,MANUFACTURER,MANUFACTURER ID,MAIN CATEGORY,SUB CATEGORY,THUMBNAIL URL,WEIGHT,MAP PRICE,MSRP,UPC,ASIN,CUSTOM SHIPPING RATE,SHORT DESCRIPTION
"GS37427","http://www.inventorysource.com/images/gs/GS37427.jpg","Little Timber Kids +10F","1",Yes,"<b>Kids Sleeping Bags - Lil' Timber +10F</b><br>Manufacture ID: SJ03071A21<br><br>An all time favorite oversized bag for hunters, but down sized to fit the little guy.  Durability is built into the outer shell and comfort is built into the liner.  10*F temperature rating for Spring, Summer and Fall.
<br>- Inside ""stash pocket""
<br>- External pillow pocket
<br>- Trapezoidal foot box
<br>- Tough 210T polyester diamond ripstop shell
<br>- #5, 2-way, self-repairing zipper
<br>- Compression stuff sack included
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Right
<br>- Size:  82""x32""x21""
<br>- Fill Weight:  1 lb 12 oz
<br>- Carry Weight:  2 lbs 15 oz
<br>- Rated to +15 F","109.9","57.46","Eureka!","2631270","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS44231.jpg","2.15","99.90","109.90","083826312700","","","Casper - Casper, Regular  Manufacture ID: 2631270    Engineered to be ultra thin and light, yet keeps you warm even in colder temperatures.    Features:    - Warm double layer off-set multi-needle quilt construction  - Fully adjustable contoured hood  - Differential cut  - Draft tube  - Comfortable 210T polyester taffeta liner  - Inside ""stash pocket""  - External pillow pocket  - Trapezoidal foot ",
"GS44240","http://www.inventorysource.com/images/gs/GS44240.jpg","Copper River- Regular","15",Yes,"<b>Copper River - Copper River, Regular</b><br>Manufacture ID: 2631521<br><br>Great for hunters and campers heading out to the cold wilderness. 
<br>
<br>Features:
<br>
<br>- Warm double layer off-set multi-needle quilt construction
<br>- Fully adjustable contoured hood
<br>- Differential cut
<br>- Draft tube
<br>- Comfortable polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- Fleece pillow pocket
<br>- Trapezoidal foot box
<br>- Tough polyester mini ripstop shell
<br>- #5, 2-way, self-repairing zipper
<br>- Compression stuff sack included
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Right
<br>- Size:  84""x32""x20""
<br>- Fill Weight:  2 lb 5 oz
<br>- Carry Weight:  3 lbs 13 oz
<br>- Rated to +30 F","69.99","35.12","Eureka!","2631521","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS44240.jpg","5.8","0.00","69.99","083826315213","","","Copper River - Copper River, Regular  Manufacture ID: 2631521    Great for hunters and campers heading out to the cold wilderness.     Features:    - Warm double layer off-set multi-needle quilt construction  - Fully adjustable contoured hood  - Differential cut  - Draft tube  - Comfortable polyester taffeta liner  - Inside ""stash pocket""  - Fleece pillow pocket  - Trapezoidal foot box  - Tough po",
"GS44239","http://www.inventorysource.com/images/gs/GS44239.jpg","Copper River- Long","11",Yes,"<b>Copper River - Copper River, Long</b><br>Manufacture ID: 2631501<br><br>Great for hunters and campers heading out to the cold wilderness. 
<br>
<br>- Warm double layer off-set multi-needle quilt construction
<br>- Fully adjustable contoured hood
<br>- Differential cut
<br>- Draft tube
<br>- Comfortable polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- Fleece pillow pocket
<br>- Trapezoidal foot box
<br>- Tough polyester mini ripstop shell
<br>- #5, 2-way, self-repairing zipper
<br>- Compression stuff sack included
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Left
<br>- Size:  90""x34""x20""
<br>- Fill Weight:  2 lb 10 oz
<br>- Carry Weight:  4 lbs 5 oz
<br>- Rated to +30 F","74.99","38.59","Eureka!","2631501","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS44239.jpg","5.8","0.00","74.99","083826315015","","","Copper River - Copper River, Long  Manufacture ID: 2631501    Great for hunters and campers heading out to the cold wilderness.     - Warm double layer off-set multi-needle quilt construction  - Fully adjustable contoured hood  - Differential cut  - Draft tube  - Comfortable polyester taffeta liner  - Inside ""stash pocket""  - Fleece pillow pocket  - Trapezoidal foot box  - Tough polyester mini rip",
"GS44234","http://www.inventorysource.com/images/gs/GS44234.jpg","Silver City- Regular","30",Yes,"<b>Silver City - Silver City, Regular</b><br>Manufacture ID: 2631310<br><br>The ultimate in thin and warm technology, the Silver City weighs in at an incredible 2 pounds 3 ounces!
<br>
<br>Features:
<br>
<br>- Warm single layer quilt construction with floating shell
<br>- Fully adjustable contoured hood
<br>- Differential cut
<br>- Draft tube
<br>- Comfortable 210T polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- External pillow pocket
<br>- Trapezoidal foot box
<br>- Tough 210T polyester diamond ripstop shell
<br>- #5, 2-way, self-repairing zipper
<br>- Compression stuff sack included
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Right
<br>- Size:  82""x32""x21""
<br>- Fill Weight:  1 lb
<br>- Carry Weight:  2 lbs 3 oz
<br>- Rated to +30 F","89.9","45.93","Eureka!","2631310","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS44234.jpg","2.3","79.90","89.90","083826313103","","","Silver City - Silver City, Regular  Manufacture ID: 2631310    The ultimate in thin and warm technology, the Silver City weighs in at an incredible 2 pounds 3 ounces!    Features:    - Warm single layer quilt construction with floating shell  - Fully adjustable contoured hood  - Differential cut  - Draft tube  - Comfortable 210T polyester taffeta liner  - Inside ""stash pocket""  - External pillow p",
"GS44228","http://www.inventorysource.com/images/gs/GS44228.jpg","Eagle Point- Regular","6",Yes,"<b>Eagle Point - Eagle Point, Regular</b><br>Manufacture ID: 2631103<br><br>Featuring a bag-within-a-bag design, which keeps cold air out and warm air on the inside of the bag from escaping. 
<br>
<br>Features:
<br>
<br>- Warm double layer off-set multi-needle quilt construction
<br>- Fully adjustable contoured hood
<br>- Adjustable storm collar
<br>- Differential cut
<br>- Draft tube
<br>- Comfortable polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- Fleece pillow pocket
<br>- Trapezoidal foot box
<br>- Tough polyester mini ripstop shell
<br>- #5, 2-way, self-repairing zipper
<br>- Compression stuff sack included
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Right
<br>- Size:  84""x34""x20""
<br>- Fill Weight:  4 lb 13 oz
<br>- Carry Weight:  6 lbs 8 oz
<br>- Rated to -15 F","99.99","54.12","Eureka!","2631103","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS44228.jpg","10.1","0.00","99.99","083826311031","","","Eagle Point - Eagle Point, Regular  Manufacture ID: 2631103    Featuring a bag-within-a-bag design, which keeps cold air out and warm air on the inside of the bag from escaping.     Features:    - Warm double layer off-set multi-needle quilt construction  - Fully adjustable contoured hood  - Adjustable storm collar  - Differential cut  - Draft tube  - Comfortable polyester taffeta liner  - Inside ",
"GS44236","http://www.inventorysource.com/images/gs/GS44236.jpg","Wild Basin- Regular","10",Yes,"<b>Wild Basin - Wild Basin, Regular</b><br>Manufacture ID: 2631421<br><br>This bag provides top-notch warmth, comfort and durability&hellip;at a price you can afford! 
<br>
<br>Features:
<br>
<br>- Warm double layer off-set multi-needle quilt construction
<br>- Fully adjustable contoured hood
<br>- Adjustable storm collar
<br>- Differential cut
<br>- Draft tube
<br>- Comfortable polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- Fleece pillow pocket
<br>- Trapezoidal foot box
<br>- Tough polyester mini ripstop shell
<br>- #5, 2-way, self-repairing zipper
<br>- Compression stuff sack included
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Right
<br>- Size:  84""x32""x20""
<br>- Fill Weight:  3 lb 8 oz
<br>- Carry Weight:  5 lbs 1 oz]
<br>- Rated to 0&#xB0;F","84.99","43.53","Eureka!","2631421","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS44236.jpg","5.8","0.00","84.99","083826314216","","","Wild Basin - Wild Basin, Regular  Manufacture ID: 2631421    This bag provides top-notch warmth, comfort and durability&hellip;at a price you can afford!     Features:    - Warm double layer off-set multi-needle quilt construction  - Fully adjustable contoured hood  - Adjustable storm collar  - Differential cut  - Draft tube  - Comfortable polyester taffeta liner  - Inside ""stash pocket""  - Fleece",
"GS44235","http://www.inventorysource.com/images/gs/GS44235.jpg","Wild Basin- Long","1",Yes,"<b>Wild Basin - Wild Basin, Long</b><br>Manufacture ID: 2631401<br><br>This bag provides top-notch warmth, comfort and durability&hellip;at a price you can afford! 
<br>
<br>Features:
<br>
<br>- Warm double layer off-set multi-needle quilt construction
<br>- Fully adjustable contoured hood
<br>- Adjustable storm collar
<br>- Differential cut
<br>- Draft tube
<br>- Comfortable polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- Fleece pillow pocket
<br>- Trapezoidal foot box
<br>- Tough polyester mini ripstop shell
<br>- #5, 2-way, self-repairing zipper
<br>- Compression stuff sack included
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Left
<br>- Size:  90""x34""x20""
<br>- Fill Weight:  3 lb 14 oz
<br>- Carry Weight:  5 lbs 8 oz
<br>- Rated to 0&#xB0;F","89.99","47.35","Eureka!","2631401","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS44235.jpg","7.1","0.00","89.99","083826314018","","","Wild Basin - Wild Basin, Long  Manufacture ID: 2631401    This bag provides top-notch warmth, comfort and durability&hellip;at a price you can afford!     Features:    - Warm double layer off-set multi-needle quilt construction  - Fully adjustable contoured hood  - Adjustable storm collar  - Differential cut  - Draft tube  - Comfortable polyester taffeta liner  - Inside ""stash pocket""  - Fleece pi",
"GS44238","http://www.inventorysource.com/images/gs/GS44238.jpg","Cimarron- Regular","6",Yes,"<b>Cimarron - Cimarron, Regular</b><br>Manufacture ID: 2631461<br><br>The Cimarron's ThermaShield synthetic insulation will maintain its insulating properties even when it gets wet. 
<br>
<br>Features:
<br>
<br>- Warm double layer off-set multi-needle quilt construction
<br>- Fully adjustable contoured hood
<br>- Differential cut
<br>- Draft tube
<br>- Comfortable polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- Fleece pillow pocket
<br>- Trapezoidal foot box
<br>- Tough polyester mini ripstop shell
<br>- #5, 2-way, self-repairing zipper
<br>- Compression stuff sack included
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Right
<br>- Size:  84""x32""x20""
<br>- Fill Weight:  2 lb 14 oz
<br>- Carry Weight:  4 lbs 1 oz
<br>- Rated to +15 F","79.99","40.0","Eureka!","2631461","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS44238.jpg","4.1","0.00","79.99","083826314612","","","Cimarron - Cimarron, Regular  Manufacture ID: 2631461    The Cimarron's ThermaShield synthetic insulation will maintain its insulating properties even when it gets wet.     Features:    - Warm double layer off-set multi-needle quilt construction  - Fully adjustable contoured hood  - Differential cut  - Draft tube  - Comfortable polyester taffeta liner  - Inside ""stash pocket""  - Fleece pillow pock",
"GS44230","http://www.inventorysource.com/images/gs/GS44230.jpg","Casper- Long","17",Yes,"<b>Casper - Casper, Long</b><br>Manufacture ID: 2631250<br><br>Engineered to be ultra thin and light, yet keeps you warm even in colder temperatures.
<br>
<br>Features:
<br>
<br>- Warm double layer off-set multi-needle quilt construction
<br>- Fully adjustable contoured hood
<br>- Differential cut
<br>- Draft tube
<br>- Comfortable 210T polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- External pillow pocket
<br>- Trapezoidal foot box
<br>- Tough 210T polyester diamond ripstop shell
<br>- #5, 2-way, self-repairing zipper
<br>- Compression stuff sack included
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Left
<br>- Size:  87""x34""x22""
<br>- Fill Weight:  1 lb 15 oz
<br>- Carry Weight:  3 lbs 1 oz
<br>- Rated to +15 F","114.9","60.31","Eureka!","2631250","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS44230.jpg","3.1","104.90","114.90","083826312502","","","Casper - Casper, Long  Manufacture ID: 2631250    Engineered to be ultra thin and light, yet keeps you warm even in colder temperatures.    Features:    - Warm double layer off-set multi-needle quilt construction  - Fully adjustable contoured hood  - Differential cut  - Draft tube  - Comfortable 210T polyester taffeta liner  - Inside ""stash pocket""  - External pillow pocket  - Trapezoidal foot box",
"GS44229","http://www.inventorysource.com/images/gs/GS44229.jpg","Eagle Point- Long","5",Yes,"<b>Eagle Point - Eagle Point, Long</b><br>Manufacture ID: 2631104<br><br>Featuring a bag-within-a-bag design, which keeps cold air out and warm air on the inside of the bag from escaping. 
<br>
<br>- Warm double layer off-set multi-needle quilt construction
<br>- Fully adjustable contoured hood
<br>- Adjustable storm collar
<br>- Differential cut
<br>- Draft tube
<br>- Comfortable polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- Fleece pillow pocket
<br>- Trapezoidal foot box
<br>- Tough polyester mini ripstop shell
<br>- #5, 2-way, self-repairing zipper
<br>- Compression stuff sack included
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Left
<br>- Size:  90""x34""x20""
<br>- Fill Weight:  5 lb 14 6
<br>- Carry Weight:  6 lbs 15 oz
<br>- Rated to -15 F","104.99","57.53","Eureka!","2631104","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS44229.jpg","10.1","0.00","104.99","083826311048","","","Eagle Point - Eagle Point, Long  Manufacture ID: 2631104    Featuring a bag-within-a-bag design, which keeps cold air out and warm air on the inside of the bag from escaping.     - Warm double layer off-set multi-needle quilt construction  - Fully adjustable contoured hood  - Adjustable storm collar  - Differential cut  - Draft tube  - Comfortable polyester taffeta liner  - Inside ""stash pocket""  ",
"GS44237","http://www.inventorysource.com/images/gs/GS44237.jpg","Cimarron- Long","6",Yes,"<b>Cimarron - Cimarron, Long</b><br>Manufacture ID: 2631441<br><br>The Cimarron's ThermaShield synthetic insulation will maintain its insulating properties even when it gets wet. 
<br>
<br>Features:
<br>
<br>- Warm double layer off-set multi-needle quilt construction
<br>- Fully adjustable contoured hood
<br>- Differential cut
<br>- Draft tube
<br>- Comfortable polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- Fleece pillow pocket
<br>- Trapezoidal foot box
<br>- Tough polyester mini ripstop shell
<br>- #5, 2-way, self-repairing zipper
<br>- Compression stuff sack included
<br>
<br>Specifications:
<br>
<br>- Zipper Side:  Left
<br>- Size:  90""x34""x20""
<br>- Fill Weight:  3 lb 5 oz
<br>- Carry Weight:  4 lbs 8 oz
<br>- Rated to +15 F","84.99","43.53","Eureka!","2631441","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS44237.jpg","5.8","0.00","84.99","083826314414","","","Cimarron - Cimarron, Long  Manufacture ID: 2631441    The Cimarron's ThermaShield synthetic insulation will maintain its insulating properties even when it gets wet.     Features:    - Warm double layer off-set multi-needle quilt construction  - Fully adjustable contoured hood  - Differential cut  - Draft tube  - Comfortable polyester taffeta liner  - Inside ""stash pocket""  - Fleece pillow pocket ",
"GS47377","http://www.inventorysource.com/images/gs/GS47377.jpg","Parasheet, Lt Blue/Yellow","25",Yes,"<b>Parasheet - Light Blue/Yellow Parasheet</b><br>Manufacture ID: BB-01<br><br>A portable beach blanket! New from the Travel Hammock, the multi-purpose Parasheet is perfect for use on the beach, picnicking, and camping. This portable piece of parachute nylon comes with grommets and bottom sand pockets, so you can secure your blanket in place. The Parasheet also comes with a built-in stuff sack for easy transportation. Plus it stays cool on those hot summer days.
<br>
<br>-Weight: Less than 1 lb 
<br>-Size: 7&rsquo; x 7&rsquo; 
<br>-Parachute nylon 
<br>-Machine washable and air dry 
<br>-Side pocket for storage 
<br>-Side / top entrance 
<br>-Built-in stuff sack 
<br>-Quick-dry nylon 
<br>-Mildew resistant 
<br>-Rip prevention pattern
<br>-Color: Light Blue/ Yellow","39.99","21.0","Grand Trunk","BB-01","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS47377.jpg","0.9","37.99","39.99","892902000352","","","Parasheet - Light Blue/Yellow Parasheet  Manufacture ID: BB-01    A portable beach blanket! New from the Travel Hammock, the multi-purpose Parasheet is perfect for use on the beach, picnicking, and camping. This portable piece of parachute nylon comes with grommets and bottom sand pockets, so you can secure your blanket in place. The Parasheet also comes with a built-in stuff sack for easy transpo",
"GS47392","http://www.inventorysource.com/images/gs/GS47392.jpg","Ultralight Hammock, Forest Green","0",Yes,"<b>Ultralight Hammock - Forest Green Ultralight Hammock</b><br>Manufacture ID: UH-02<br><br>Ultralight Travel Hammocks are made to go anywhere. These rugged yet stylish 

<br>hammocks are constructed from a durable nylon-blend material (not parachure 

<br>nylon). It is ideal for backpackers, hikers and outdoor enthusiasts because 

<br>it dries almost instantly and is mildew resistant. The Ultralight Hammocks 

<br>come complete with a convenient built-in stuff sack and free hanging kit 

<br>which includes two pieces of rope. Quickly pack up your Ultralight Hammock 

<br>and you are on your way to a new adventure. 
<br>
<br>
<br>Weight: 10 ounces 
<br>
<br>Durable nylon blend 
<br>
<br>Steel S-hooks for easy hanging 
<br>
<br>Attached stuff sack 
<br>
<br>250 lbs. capacity &mdash; lab tested and certified 
<br>
<br>Quick-dry nylon 
<br>
<br>Mildew resistant / Anti-rot 
<br>
<br>Easy to hang","20.0","11.0","Grand Trunk","UH-02","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS47392.jpg","1.05","17.99","20.00","892902000109","","","Ultralight Hammock - Forest Green Ultralight Hammock  Manufacture ID: UH-02    Ultralight Travel Hammocks are made to go anywhere. These rugged yet stylish   hammocks are constructed from a durable nylon-blend material (not parachure   nylon). It is ideal for backpackers, hikers and outdoor enthusiasts because   it dries almost instantly and is mildew resistant. The Ultralight Hammocks   come comp",
"GS47381","http://www.inventorysource.com/images/gs/GS47381.jpg","Dbl Para Hammock, Olive Grn/Khaki","13",Yes,"<b>Double Parachute Hammock - Olive Green/Khaki Double Parachute Hammock</b><br>Manufacture ID: DH-01<br><br>Double Travel Hammocks are rugged yet stylish and are made to go anywhere. Created by the original parachute-nylon manufacturer, they are produced with top quality breathable parachute-nylon silk for durability and comfort. Plus they come complete with a convenient built-in stuff sack and free hanging kit which includes two pieces of rope.
<br>
<br>-Hi-strength parachute nylon silk 
<br>-Stainless steel S-hooks for easy hanging 
<br>-3x stitching on all weight bearing points 
<br>-Attached stuff sack 
<br>-400 lbs.capacity &mdash; lab tested and certified 
<br>-Mildew resistant/anti-rot 
<br>-Quick-dry nylon 
<br>-Easy to hang 
<br>-Holds: Two
<br>-Weight: 20 ounces
<br>-Dimensions: 10&rsquo; 5&rdquo; x 6&rsquo; 5&rdquo;
<br>-Color: Olive Green/ Khaki","59.99","31.0","Grand Trunk","DH-01","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS47381.jpg","1.65","53.99","59.99","892902000260","","","Double Parachute Hammock - Olive Green/Khaki Double Parachute Hammock  Manufacture ID: DH-01    Double Travel Hammocks are rugged yet stylish and are made to go anywhere. Created by the original parachute-nylon manufacturer, they are produced with top quality breathable parachute-nylon silk for durability and comfort. Plus they come complete with a convenient built-in stuff sack and free hanging k",
"GS47388","http://www.inventorysource.com/images/gs/GS47388.jpg","Single Para Hammock, Olv Grn/Khk","7",Yes,"<b>Single Parachute Hammock - Olive Green/Khaki Single Parachute Hammock</b><br>Manufacture ID: SH-01<br><br>The Travel Hammocks are perfect for any adventure-camping, backpacking, 
<br>hiking, vacationing or lounging in the back yard.
<br>
<br>Hi-strength parachute nylon silk 
<br>Stainless steel S-hooks for easy hanging 
<br>3x stitching on all weight bearing points 
<br>Attached stuff sack 
<br>400 lbs.capacity &mdash; lab tested and certified 
<br>Mildew resistant/anti-rot 
<br>Quick-dry nylon 
<br>Easy to hang 
<br>
<br>Holds: One
<br>Weight: 16_ounces
<br>Dimensions: 10&rsquo; 6&rdquo; x 5'","49.99","26.0","Grand Trunk","SH-01","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS47388.jpg","1.35","43.99","49.99","892902000048","","","Single Parachute Hammock - Olive Green/Khaki Single Parachute Hammock  Manufacture ID: SH-01    The Travel Hammocks are perfect for any adventure-camping, backpacking,   hiking, vacationing or lounging in the back yard.    Hi-strength parachute nylon silk   Stainless steel S-hooks for easy hanging   3x stitching on all weight bearing points   Attached stuff sack   400 lbs.capacity &mdash; lab test",
"GS47383","http://www.inventorysource.com/images/gs/GS47383.jpg","Dbl Parachute Hammock, Navy/Red","12",Yes,"<b>Double Parachute Hammock - Navy/Red Double Parachute Hammock</b><br>Manufacture ID: DH-04<br><br>Double Travel Hammocks are rugged yet stylish and are made to go anywhere. Created by the original parachute-nylon manufacturer, they are produced with top quality breathable parachute-nylon silk for durability and comfort. Plus they come complete with a convenient built-in stuff sack and free hanging kit which includes two pieces of rope.
<br>
<br>-Hi-strength parachute nylon silk 
<br>-Stainless steel S-hooks for easy hanging 
<br>-3x stitching on all weight bearing points 
<br>-Attached stuff sack 
<br>-400 lbs.capacity &mdash; lab tested and certified 
<br>-Mildew resistant/anti-rot 
<br>-Quick-dry nylon 
<br>-Easy to hang 
<br>-Holds: Two
<br>-Weight: 20 ounces
<br>-Dimensions: 10&rsquo; 5&rdquo; x 6&rsquo; 5&rdquo;
<br>-Color:  Navy Blue/ Red","59.99","31.0","Grand Trunk","DH-04","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS47383.jpg","1.65","53.99","59.99","892902000291","","","Double Parachute Hammock - Navy/Red Double Parachute Hammock  Manufacture ID: DH-04    Double Travel Hammocks are rugged yet stylish and are made to go anywhere. Created by the original parachute-nylon manufacturer, they are produced with top quality breathable parachute-nylon silk for durability and comfort. Plus they come complete with a convenient built-in stuff sack and free hanging kit which ",
"GS47382","http://www.inventorysource.com/images/gs/GS47382.jpg","Dbl Para Hammock, Lt Blue/Yellow","1",Yes,"<b>Double Parachute Hammock - Light Blue/YellowDouble Parachute Hammock</b><br>Manufacture ID: DH-02<br><br>Double Travel Hammocks are rugged yet stylish and are made to go anywhere. Created by the original parachute-nylon manufacturer, they are produced with top quality breathable parachute-nylon silk for durability and comfort. Plus they come complete with a convenient built-in stuff sack and free hanging kit which includes two pieces of rope.
<br>
<br>-Hi-strength parachute nylon silk 
<br>-Stainless steel S-hooks for easy hanging 
<br>-3x stitching on all weight bearing points 
<br>-Attached stuff sack 
<br>-400 lbs.capacity &mdash; lab tested and certified 
<br>-Mildew resistant/anti-rot 
<br>-Quick-dry nylon 
<br>-Easy to hang 
<br>-Holds: Two
<br>-Weight: 20 ounces
<br>-Dimensions: 10&rsquo; 5&rdquo; x 6&rsquo; 5&rdquo;
<br>-Color: Light Blue/ Yellow","59.99","30.0","Grand Trunk","DH-02","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS47382.jpg","1.65","53.99","59.99","892902000284","","","Double Parachute Hammock - Light Blue/YellowDouble Parachute Hammock  Manufacture ID: DH-02    Double Travel Hammocks are rugged yet stylish and are made to go anywhere. Created by the original parachute-nylon manufacturer, they are produced with top quality breathable parachute-nylon silk for durability and comfort. Plus they come complete with a convenient built-in stuff sack and free hanging ki",
"GS47390","http://www.inventorysource.com/images/gs/GS47390.jpg","Single Para Hammock, Navy/Green","0",Yes,"<b>Single Parachute Hammock - Navy/Green Single Parachute Hammock</b><br>Manufacture ID: SH-04<br><br>The Travel Hammocks are perfect for any adventure-camping, backpacking,
<br>hiking, vacationing or lounging in the back yard.
<br>
<br>Hi-strength parachute nylon silk 
<br>Stainless steel S-hooks for easy hanging 
<br>3x stitching on all weight bearing points 
<br>Attached stuff sack 
<br>400 lbs.capacity &mdash; lab tested and certified 
<br>Mildew resistant/anti-rot 
<br>Quick-dry nylon 
<br>Easy to hang 
<br>
<br>Holds: One
<br>Weight: 16_ounces
