SKU,IMAGE URL,TITLE,QUANTITY,"STATUS",DESCRIPTION,SAMPLE RETAIL PRICE,PRODUCT COST,MANUFACTURER,MANUFACTURER ID,MAIN CATEGORY,SUB CATEGORY,THUMBNAIL URL,WEIGHT,MAP PRICE,MSRP,UPC,ASIN,CUSTOM SHIPPING RATE,SHORT DESCRIPTION
"GS37279","http://www.inventorysource.com/images/gs/GS37279.jpg","12"" Steel Stake","18",Yes,"<b>Steel Stakes, 12"" - </b><br>Manufacture ID: 2660312<br><br>Replacement stake 12"".<br><br>Warranty: Warranted against manufacturer defects.","4.05","1.59","Eureka!","2660312","Tent Accessories","Stakes","http://www.inventorysource.com/images/gs/t_GS37279.jpg","0.35","0.00","4.05","083826603129","","","Steel Stakes, 12"" -   Manufacture ID: 2660312    Replacement stake 12"".    Warranty: Warranted against manufacturer defects.",
"GS42497","http://www.inventorysource.com/images/gs/GS42497.jpg","Tent Pegs Steel Nail 10"" (Per 4)","0",No,"<b>Tent Accessories - Steel Nail Tent Pegs</b><br>Manufacture ID: 830A408T<br><br>Perfect for stony or hard-packed ground.  Heavy-duty plated steel.  High-impact polypropylene tops.  Easy thread-thru tops.  4 per package.<br><br>Warranty: Limited warranty","3.99","1.43","Coleman","830A408T","Tent Accessories","Stakes","http://www.inventorysource.com/images/gs/t_GS42497.jpg","0.95","0.00","3.99","076501922097","","","Tent Accessories - Steel Nail Tent Pegs  Manufacture ID: 830A408T    Perfect for stony or hard-packed ground. Heavy-duty plated steel. High-impact polypropylene tops. Easy thread-thru tops. 4 per package.    Warranty: Limited warranty",
"GS40738","http://www.inventorysource.com/images/gs/GS40738.jpg","Lightning Footprint (2007 Model)","0",No,"<b>Footprints - Lightning</b><br>Manufacture ID: 61384<br><br>Provides a perfectly sized protective tarp to utilize beneath Sierra Designs' tents to reduce wear and tear on the tent floor.<br><br>Warranty: Sierra Designs guarantees that the materials and workmanship in every product we make will stand up to the use for which it was designed.","34.0","20.73","Sierra Designs","61384","Tent Accessories","Footprints","http://www.inventorysource.com/images/gs/t_GS40738.jpg","0.8","0.00","34.00","054003441384","","","Footprints - Lightning  Manufacture ID: 61384    Provides a perfectly sized protective tarp to utilize beneath Sierra Designs' tents to reduce wear and tear on the tent floor.    Warranty: Sierra Designs guarantees that the materials and workmanship in every product we make will stand up to the use for which it was designed.",
"GS37263","http://www.inventorysource.com/images/gs/GS37263.jpg","Tent Slip #5","0",No,"<b>Tent Slips - For backpacking tents.</b><br>Manufacture ID: 601125<br><br>Allows easy adjustment of guy line cord on backpacking tents.<br><br>Warranty: Warranted against manufacturer defects.","2.0","0.1","Eureka!","601125","Tent Accessories","Repair Parts & Accessories","http://www.inventorysource.com/images/gs/t_GS37263.jpg","0.1","0.00","2.00","083826601125","","","Tent Slips - For backpacking tents.  Manufacture ID: 601125    Allows easy adjustment of guy line cord on backpacking tents.    Warranty: Warranted against manufacturer defects.",
"GS44241","http://www.inventorysource.com/images/gs/GS44241.jpg","Timberline Patrol Vestibule","0",No,"<b>Tent Accessories - Patrol Vestibule for Timberline</b><br>Manufacture ID: 2670015<br><br>1 pole vestibule that is designed to attach to 2 Timberline 4 tents.  Provides 53.75 sq ft of storage space.  Includes 11""x15"" customizable ""patrol flag"", 8mm aluminum flag post, and iron-on transfer paper.  Minimum weight:  3 lbs 15 oz","69.99","37.33","Eureka!","2670015","Tent Accessories","Vestibules and Gear Lofts","http://www.inventorysource.com/images/gs/t_GS44241.jpg","4.5","0.00","69.99","083826700156","","","Tent Accessories - Patrol Vestibule for Timberline  Manufacture ID: 2670015    1 pole vestibule that is designed to attach to 2 Timberline 4 tents. Provides 53.75 sq ft of storage space. Includes 11""x15"" customizable ""patrol flag"", 8mm aluminum flag post, and iron-on transfer paper. Minimum weight: 3 lbs 15 oz",
"GS39008","http://www.inventorysource.com/images/gs/GS39008.jpg","Clip Flashlight Footprint","0",No,"<b>Footprints - Clip Flashlight</b><br>Manufacture ID: 61436<br><br>Provides a perfectly sized protective tarp to utilize beneath Sierra Designs' tents to reduce wear and tear on the tent floor.<br><br>Product only comes with the Footprint.<br><br>Note: Rain Fly is not included!!!!!!<br><br>Warranty: Sierra Designs guarantees that the materials and workmanship in every product we make will stand up to the use for which it was designed.","34.0","17.0","Sierra Designs","61436","Tent Accessories","Footprints","http://www.inventorysource.com/images/gs/t_GS39008.jpg","0.65","0.00","34.00","054003357128","","","Footprints - Clip Flashlight  Manufacture ID: 61436    Provides a perfectly sized protective tarp to utilize beneath Sierra Designs' tents to reduce wear and tear on the tent floor.    Product only comes with the Footprint.    Note: Rain Fly is not included!!!!!!    Warranty: Sierra Designs guarantees that the materials and workmanship in every product we make will stand up to the use for which it",
"GS37268","http://www.inventorysource.com/images/gs/GS37268.jpg","Floor Saver/Hex Large","27",Yes,"<b>Tent Accessories - Floor Saver / Hexagonal, Large</b><br>Manufacture ID: 2660157<br><br>Placed beneath the tent, a floor saver protects the tent's floor from damage by rocks or roots, keeps the bottom clean for packing, adds an extra layer of protection from water.  Heavy-duty 6mm Polyethylene.  Pre-sized to fit shape of tent floor.<br><br>- Hexagonal Large:  9'0"" x 10'8""<br><br>Warranty: Warranted against manufacturer defects.","29.5","11.35","Eureka!","2660157","Tent Accessories","Footprints","http://www.inventorysource.com/images/gs/t_GS37268.jpg","1.9","0.00","29.50","083826601576","","","Tent Accessories - Floor Saver / Hexagonal, Large  Manufacture ID: 2660157    Placed beneath the tent, a floor saver protects the tent's floor from damage by rocks or roots, keeps the bottom clean for packing, adds an extra layer of protection from water. Heavy-duty 6mm Polyethylene. Pre-sized to fit shape of tent floor.    - Hexagonal Large: 9'0"" x 10'8""    Warranty: Warranted against manufacture",
"GS44224","http://www.inventorysource.com/images/gs/GS44224.jpg","12v Flexible Reading Light","26",Yes,"<b>E! Power Accessories - Flexible Reading Light</b><br>Manufacture ID: 2660526<br><br>Ideal for nighttime reading, the E! Power Reading Light is adjustable, to direct task lighting where needed, without disturbing tentmates.<br><br>Features:<br><br>- Flexible neck is infinitely adjustable to direct light exactly where needed<br>- Convenient on/off switch<br>- Uses ordinary incandescent bulb<br>- 9 hour run time with E! Power Pak","22.99","7.82","Eureka!","2660526","Tent Accessories","Repair Parts & Accessories","http://www.inventorysource.com/images/gs/t_GS44224.jpg","0.3","0.00","22.99","083826605260","","","E! Power Accessories - Flexible Reading Light  Manufacture ID: 2660526    Ideal for nighttime reading, the E! Power Reading Light is adjustable, to direct task lighting where needed, without disturbing tentmates.    Features:    - Flexible neck is infinitely adjustable to direct light exactly where needed  - Convenient on/off switch  - Uses ordinary incandescent bulb  - 9 hour run time with E! Pow",
"GS40739","http://www.inventorysource.com/images/gs/GS40739.jpg","Iota Footprint","0",No,"<b>Footprints - Iota</b><br>Manufacture ID: 61385<br><br>Provides a perfectly sized protective tarp to utilize beneath Sierra Designs' tents to reduce wear and tear on the tent floor.<br><br>Warranty: Sierra Designs guarantees that the materials and workmanship in every product we make will stand up to the use for which it was designed.","30.0","18.29","Sierra Designs","61385","Tent Accessories","Footprints","http://www.inventorysource.com/images/gs/t_GS40739.jpg","0.8","0.00","30.00","054003441391","","","Footprints - Iota  Manufacture ID: 61385    Provides a perfectly sized protective tarp to utilize beneath Sierra Designs' tents to reduce wear and tear on the tent floor.    Warranty: Sierra Designs guarantees that the materials and workmanship in every product we make will stand up to the use for which it was designed.",
"GS37321","http://www.inventorysource.com/images/gs/GS37321.jpg","Vestibule / TL-4","7",Yes,"<b>Tent Accessories - TL-4 Vestibule</b><br>Manufacture ID: 2670012<br><br>These mini add-a-rooms make an ideal place to store packs, wet boots, etc.<br><br>- Timberline 4:  1 lb. 5 oz., 14 sq ft<br><br>Warranty: Warranted against manufacturer defects.","59.99","33.41","Eureka!","2670012","Tent Accessories","Vestibules and Gear Lofts","http://www.inventorysource.com/images/gs/t_GS37321.jpg","1.2","0.00","59.99","083826700125","","","Tent Accessories - TL-4 Vestibule  Manufacture ID: 2670012    These mini add-a-rooms make an ideal place to store packs, wet boots, etc.    - Timberline 4: 1 lb. 5 oz., 14 sq ft    Warranty: Warranted against manufacturer defects.",
"GS37283","http://www.inventorysource.com/images/gs/GS37283.jpg","Adj Pole 8-HA","0",Yes,"<b>Adjustable Poles - Works to 8 ft.</b><br>Manufacture ID: 2660408<br><br>Aluminum height adjustable pole.  Works to 8 ft.<br><br>Warranty: Warranted against manufacturer defects.","37.99","15.12","Eureka!","2660408","Tent Accessories","Poles","http://www.inventorysource.com/images/gs/t_GS37283.jpg","1.4","0.00","37.99","083826604089","","","Adjustable Poles - Works to 8 ft.  Manufacture ID: 2660408    Aluminum height adjustable pole. Works to 8 ft.    Warranty: Warranted against manufacturer defects.",
"GS39029","http://www.inventorysource.com/images/gs/GS39029.jpg","Meteor Lt Footprint (2007 Model)","0",No,"<b>Footprints - Meteor Light</b><br>Manufacture ID: 61363<br><br>Provides a perfectly sized protective tarp to utilize beneath Sierra Designs' tents to reduce wear and tear on the tent floor.<br><br>Warranty: Sierra Designs guarantees that the materials and workmanship in every product we make will stand up to the use for which it was designed.","40.0","24.39","Sierra Designs","61363","Tent Accessories","Footprints","http://www.inventorysource.com/images/gs/t_GS39029.jpg","0.85","0.00","40.00","054003357135","","","Footprints - Meteor Light  Manufacture ID: 61363    Provides a perfectly sized protective tarp to utilize beneath Sierra Designs' tents to reduce wear and tear on the tent floor.    Warranty: Sierra Designs guarantees that the materials and workmanship in every product we make will stand up to the use for which it was designed.",
"GS37271","http://www.inventorysource.com/images/gs/GS37271.jpg","Floor Saver/Hex Medium","16",Yes,"<b>Tent Accessories - Floor Saver / Hexagonal, Medium</b><br>Manufacture ID: 2660162<br><br>Placed beneath the tent, a floor saver protects the tent's floor from damage by rocks or roots, keeps the bottom clean for packing, adds an extra layer of protection from water.  Heavy-duty 6mm Polyethylene.  Pre-sized to fit shape of tent floor.<br><br>- Hexagonal Medium:  7'6"" x 8'7""<br><br>Warranty: Warranted against manufacturer defects.","25.5","9.0","Eureka!","2660162","Tent Accessories","Footprints","http://www.inventorysource.com/images/gs/t_GS37271.jpg","1.4","0.00","25.50","083826601620","","","Tent Accessories - Floor Saver / Hexagonal, Medium  Manufacture ID: 2660162    Placed beneath the tent, a floor saver protects the tent's floor from damage by rocks or roots, keeps the bottom clean for packing, adds an extra layer of protection from water. Heavy-duty 6mm Polyethylene. Pre-sized to fit shape of tent floor.    - Hexagonal Medium: 7'6"" x 8'7""    Warranty: Warranted against manufactur",
"GS44225","http://www.inventorysource.com/images/gs/GS44225.jpg","12v DC Male-to-Male Connector","17",Yes,"<b>E! Power Accessories - DC Male-to-Male Connector</b><br>Manufacture ID: 2660528<br><br>The E! Power 12v Adapter Cord recharges the E! Power Pak from the 12v DC (cigarette lighter) outlet inside any car, truck or boat.","19.99","5.35","Eureka!","2660528","Tent Accessories","Repair Parts & Accessories","http://www.inventorysource.com/images/gs/t_GS44225.jpg","0.3","0.00","19.99","083826605284","","","E! Power Accessories - DC Male-to-Male Connector  Manufacture ID: 2660528    The E! Power 12v Adapter Cord recharges the E! Power Pak from the 12v DC (cigarette lighter) outlet inside any car, truck or boat.",
"GS39041","http://www.inventorysource.com/images/gs/GS39041.jpg","Portable Attic","0",No,"<b>Tent Accessories - Portable Attic</b><br>Manufacture ID: 0988<br><br>This fully adjustable Portable Attic features a large zipper area for valuables and two clotheslines for drying wet clothing.  Adds extra storage and acts as an internal guy to strengthen the tent.  (Not compatible with Mach 1, Hyperlight AST, Clip Flashlight, Bedouin 6, Bedouin 8 or Nomad 5.1.)<br><br>Warranty: Sierra Designs guarantees that the materials and workmanship in every product we make will stand up to the use for which it was designed.","15.0","7.5","Sierra Designs","0988","Tent Accessories","Vestibules and Gear Lofts","http://www.inventorysource.com/images/gs/t_GS39041.jpg","0.25","0.00","15.00","054003013208","","","Tent Accessories - Portable Attic  Manufacture ID: 0988    This fully adjustable Portable Attic features a large zipper area for valuables and two clotheslines for drying wet clothing. Adds extra storage and acts as an internal guy to strengthen the tent. (Not compatible with Mach 1, Hyperlight AST, Clip Flashlight, Bedouin 6, Bedouin 8 or Nomad 5.1.)    Warranty: Sierra Designs guarantees that th",
"GS37264","http://www.inventorysource.com/images/gs/GS37264.jpg","Tent Slip #14","0",No,"<b>Tent Slips - For family tents.</b><br>Manufacture ID: 601149<br><br>Allows easy adjustment of guy line cord on larger diameter cording typically used for family tents.<br><br>Warranty: Warranted against manufacturer defects.","0.5","0.22","Eureka!","601149","Tent Accessories","Repair Parts & Accessories","http://www.inventorysource.com/images/gs/t_GS37264.jpg","0.1","0.00","0.50","083826601149","","","Tent Slips - For family tents.  Manufacture ID: 601149    Allows easy adjustment of guy line cord on larger diameter cording typically used for family tents.    Warranty: Warranted against manufacturer defects.",
"GS37265","http://www.inventorysource.com/images/gs/GS37265.jpg","Floor Saver/Rec Small","0",Yes,"<b>Tent Accessories - Floor Saver / Rectangular, Small</b><br>Manufacture ID: 2660154<br><br>Placed beneath the tent, a floor saver protects the tent's floor from damage by rocks or roots, keeps the bottom clean for packing, adds an extra layer of protection from water.  Heavy-duty 6mm Polyethylene.  Pre-sized to fit shape of tent floor.<br><br>- Rectangular Small:  4'9"" x 6'8""<br><br>Warranty: Warranted against manufacturer defects.","20.5","6.12","Eureka!","2660154","Tent Accessories","Footprints","http://www.inventorysource.com/images/gs/t_GS37265.jpg","0.95","0.00","20.50","083826601545","","","Tent Accessories - Floor Saver / Rectangular, Small  Manufacture ID: 2660154    Placed beneath the tent, a floor saver protects the tent's floor from damage by rocks or roots, keeps the bottom clean for packing, adds an extra layer of protection from water. Heavy-duty 6mm Polyethylene. Pre-sized to fit shape of tent floor.    - Rectangular Small: 4'9"" x 6'8""    Warranty: Warranted against manufact",
"GS37296","http://www.inventorysource.com/images/gs/GS37296.jpg","Spanner - TL/TLXT/TLOUTF","18",Yes,"<b>Spanner (Timberline/XT/Outfitter) - </b><br>Manufacture ID: 2662088<br><br>Replacement pole that runs across the top of a Timberline from junction tube to junction tube.   Fits any 2 or 4-person.<br><br>Warranty: Warranted against manufacturer defects.","26.99","9.53","Eureka!","2662088","Tent Accessories","Repair Parts & Accessories","http://www.inventorysource.com/images/gs/t_GS37296.jpg","0.5","0.00","26.99","083826620881","","","Spanner (Timberline/XT/Outfitter) -   Manufacture ID: 2662088    Replacement pole that runs across the top of a Timberline from junction tube to junction tube. Fits any 2 or 4-person.    Warranty: Warranted against manufacturer defects.",
"GS39052","http://www.inventorysource.com/images/gs/GS39052.jpg","Taquito Grande","0",No,"<b>Tent Accessories - Taquito Grande</b><br>Manufacture ID: 0961<br><br>The Taquito Grande (large) eliminates the frustration of fitting a tent in a tiny, little bag.  This simple shell has compartments for the poles, fly and tent body that can be rolled up and compressed.<br><br>Warranty: Sierra Designs guarantees that the materials and workmanship in every product we make will stand up to the use for which it was designed.","28.0","15.56","Sierra Designs","0961","Tent Accessories","Vestibules and Gear Lofts","http://www.inventorysource.com/images/gs/t_GS39052.jpg","0.5","28.00","28.00","054003352239","","","Tent Accessories - Taquito Grande  Manufacture ID: 0961    The Taquito Grande (large) eliminates the frustration of fitting a tent in a tiny, little bag. This simple shell has compartments for the poles, fly and tent body that can be rolled up and compressed.    Warranty: Sierra Designs guarantees that the materials and workmanship in every product we make will stand up to the use for which it was",
"GS37267","http://www.inventorysource.com/images/gs/GS37267.jpg","Floor Saver/Hex Small","22",Yes,"<b>Tent Accessories - Floor Saver / Hexagonal, Small</b><br>Manufacture ID: 2660156<br><br>Placed beneath the tent, a floor saver protects the tent's floor from damage by rocks or roots, keeps the bottom clean for packing, adds an extra layer of protection from water.  Heavy-duty 6mm Polyethylene.  Pre-sized to fit shape of tent floor.<br><br>- Hexagonal Small:  6' x 6'8""<br><br>Warranty: Warranted against manufacturer defects.","22.5","7.35","Eureka!","2660156","Tent Accessories","Footprints","http://www.inventorysource.com/images/gs/t_GS37267.jpg","0.95","0.00","22.50","083826601569","","","Tent Accessories - Floor Saver / Hexagonal, Small  Manufacture ID: 2660156    Placed beneath the tent, a floor saver protects the tent's floor from damage by rocks or roots, keeps the bottom clean for packing, adds an extra layer of protection from water. Heavy-duty 6mm Polyethylene. Pre-sized to fit shape of tent floor.    - Hexagonal Small: 6' x 6'8""    Warranty: Warranted against manufacturer d",
"GS37297","http://www.inventorysource.com/images/gs/GS37297.jpg","Leg Sect- TL 2/2XT/2OUTF","3",Yes,"<b>Leg Section - Timberline 2/2XT/2Outfitter</b><br>Manufacture ID: 2662089<br><br>Replacement leg section for any 2-person Timberline.<br><br>Warranty: Warranted against manufacturer defects.","30.99","11.94","Eureka!","2662089","Tent Accessories","Repair Parts & Accessories","http://www.inventorysource.com/images/gs/t_GS37297.jpg","0.55","0.00","30.99","083826620898","","","Leg Section - Timberline 2/2XT/2Outfitter  Manufacture ID: 2662089    Replacement leg section for any 2-person Timberline.    Warranty: Warranted against manufacturer defects.",
"GS37284","http://www.inventorysource.com/images/gs/GS37284.jpg","Adj Pole 9-HA","0",Yes,"<b>Adjustable Poles - 9 ft. Height Adjustable</b><br>Manufacture ID: 2660409<br><br>Aluminum height adjustable pole.  Works to 9 ft.<br><br>Warranty: Warranted against manufacturer defects.","39.99","16.35","Eureka!","2660409","Tent Accessories","Poles","http://www.inventorysource.com/images/gs/t_GS37284.jpg","1.6","0.00","39.99","083826604096","","","Adjustable Poles - 9 ft. Height Adjustable  Manufacture ID: 2660409    Aluminum height adjustable pole. Works to 9 ft.    Warranty: Warranted against manufacturer defects.",
"GS37318","http://www.inventorysource.com/images/gs/GS37318.jpg","Gear Loft/ Family","29",Yes,"<b>Tent Accessories - Gear Loft/ Family</b><br>Manufacture ID: 2668016<br><br>Mesh storage hammocks attach to the clothesline rings or loops sewn inside the tents to provide a convenient place to store small gear.<br><br>Warranty: Warranted against manufacturer defects.","21.49","6.12","Eureka!","2668016","Tent Accessories","Vestibules and Gear Lofts","http://www.inventorysource.com/images/gs/t_GS37318.jpg","0.15","0.00","21.49","083826680168","","","Tent Accessories - Gear Loft/ Family  Manufacture ID: 2668016    Mesh storage hammocks attach to the clothesline rings or loops sewn inside the tents to provide a convenient place to store small gear.    Warranty: Warranted against manufacturer defects.",
